NCT_ID;Asset_Name;Antibody_Format;Antibody_Name;Target_Antigen;Radioisotope;Chelator;Linker_Technology;Category;Asset_Owner;Is_RIT;Asset_Name_Conf;Antibody_Format_Conf;Antibody_Name_Conf;Target_Antigen_Conf;Radioisotope_Conf;Chelator_Conf;Linker_Technology_Conf;Category_Conf;Asset_Owner_Conf;Notes;Extraction_Method;Sources;Phase;Lead_Sponsor;Sponsor_Class;Status;Start_Date;First_Posted;Enrollment;Countries;Conditions;EudraCT_Number;CTIS_Number;Secondary_IDs;Source_Registry;Registry_URL;Target_Antigen_Norm;Antibody_Name_Norm;Radioisotope_Norm;Chelator_Norm;Antibody_Format_Norm;Asset_Owner_Norm;Linker_Technology_Norm;Phase_Norm;Sponsor_Type;Start_Year;Target_Family;Format_Family;Isotope_Family;Chelator_Family
NCT00520533;124I-cG250;Chimeric IgG;cG250;CA9 (Carbonic Anhydrase IX, G250 antigen);I-124;Direct labeling;Direct radioiodination;Diagnostic;Ludwig Institute for Cancer Research;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;HIGH;MEDIUM;HIGH;HIGH;This is an immunoPET imaging study, not therapeutic RIT. I-124 is a positron-emitting diagnostic isotope used for PET scanning to track biodistribution of cG250 antibody. The radiolabeled antibody (124I-cG250) is only given at doses 1 and 5 of the first cycle for imaging purposes. The therapeutic component of the trial is the combination of unlabeled cG250 antibody with sunitinib (small molecule tyrosine kinase inhibitor). cG250 (also known as girentuximab) is a chimeric (mouse-human) IgG1 monoclonal antibody targeting carbonic anhydrase IX (CA9/CAIX), also known as G250 antigen, which is overexpressed in clear cell renal cell carcinoma. The study uses functional imaging (PET) to assess antibody distribution and tumor biology. Collaborators include Pfizer (sunitinib manufacturer) and Heidelberg Pharma (likely involved in antibody development/supply).;llm_extracted;;PHASE1;Ludwig Institute for Cancer Research;OTHER;TERMINATED;2008-02;2007-08-24;8.0;Australia;Renal Cell Carcinoma (RCC);;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00520533;CAIX;girentuximab (cG250);I-124;Direct radioiodination;Full-length IgG;Ludwig Institute for Cancer Research;Direct radioiodination;Phase 1;Academic/Hospital;2008.0;Tissue-restricted tumor antigen;Full-length IgG;PET;Direct radiohalogenation
NCT02633176;;;;;;;;;;No;;;;;;;;;;False positive - Not RIT. This trial involves cetuximab (unconjugated anti-EGFR antibody) combined with chemotherapy and external beam radiotherapy for nasopharyngeal carcinoma. Cetuximab is not radiolabeled. The radiation component is external beam radiotherapy (60-70 Gy), not a radiopharmaceutical. This represents the common false positive pattern of unconjugated antibody used in combination with external beam radiation therapy.;llm_extracted;;PHASE3;Sun Yat-sen University;OTHER;UNKNOWN;2015-01;2015-12-17;120.0;China;Nasopharyngeal Carcinoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT02633176;;;;;;;;Phase 3;Academic/Hospital;2015.0;;;;
NCT03401294;;;;;;;;;;No;;;;;;;;;;False positive - not RIT. This trial evaluates FOLFOXIRI (triplet chemotherapy: 5-FU, leucovorin, oxaliplatin, irinotecan) plus bevacizumab (unconjugated anti-VEGF antibody) for conversion therapy in liver-only metastatic colorectal cancer. Bevacizumab is not radiolabeled. FDG-PET/CT is mentioned only as a diagnostic/monitoring tool, not as therapy. No antibody-based radiopharmaceutical is involved.;llm_extracted;;PHASE2;University of Saskatchewan;OTHER;RECRUITING;2025-05-01;2018-01-17;32.0;Canada;Metastatic Colorectal Cancer;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03401294;;;;;;;;Phase 2;Academic/Hospital;2025.0;;;;
NCT06865339;;;;;;;;;;No;;;;;;;;;;False positive - external beam radiation + unconjugated antibody combination. This trial uses cemiplimab (anti-PD-1 antibody) and fianlimab (anti-LAG-3 antibody) as immunotherapy agents combined with thoracic radiotherapy (external beam RT, 1.8-2.0 Gy per day to ~60 Gy total). The antibodies are NOT radiolabeled. The radiotherapy is conventional external beam radiation therapy delivered separately from the antibody treatments. This is not an antibody-based radiopharmaceutical (RIT). Additionally, PET imaging mentioned is for response assessment using standard FDG-PET, not immunoPET with radiolabeled antibodies.;llm_extracted;;PHASE2;Nitin Ohri;OTHER;RECRUITING;2025-08-07;2025-03-07;76.0;United States;NSCLC, Locally Advanced;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06865339;;;;;;;;Phase 2;Academic/Hospital;2025.0;;;;
NCT02187861;;;;;;;;;;No;;;;;;;;;;False positive. This trial involves venetoclax (a BCL-2 inhibitor small molecule), bendamustine (chemotherapy), and rituximab (unconjugated monoclonal antibody). Rituximab is NOT radiolabeled in this trial - it is used as a standard immunotherapy in combination with chemotherapy. No radioisotope is involved. This is a chemotherapy + immunotherapy combination study, not radioimmunotherapy.;llm_extracted;;PHASE2;Hoffmann-La Roche;INDUSTRY;COMPLETED;2014-12-01;2014-07-11;163.0;Australia, Belgium, Canada, France, Germany, Italy, United Kingdom, United States;Follicular Lymphoma;2014-000576-26;;EUDRACT_NUMBER:2014-000576-26;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT02187861;;;;;;;;Phase 2;Industry;2014.0;;;;
NCT03207945;;;;;;;;;;No;;;;;;;;;;False positive: This trial uses alirocumab, a monoclonal antibody against PCSK9 for cholesterol lowering in HIV-infected patients with cardiovascular risk. The antibody is NOT radiolabeled. FDG-PET/CT is mentioned as an imaging endpoint to assess arterial inflammation, but this is standard clinical imaging, not a radiopharmaceutical intervention. Alirocumab is an unconjugated therapeutic antibody for lipid management, not radioimmunotherapy.;llm_extracted;;PHASE3;University of California, San Francisco;OTHER;COMPLETED;2018-04-30;2017-07-05;118.0;United States;Dyslipidemias, Cardiovascular Diseases, HIV Infections;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03207945;;;;;;;;Phase 3;Academic/Hospital;2018.0;;;;
NCT00033293;;;;;;;;;;No;;;;;;;;;;False positive: This trial tests cyclophosphamide (chemotherapy), prednisone (steroid), and intravenous immune globulin (IVIG) for treating opsoclonus-myoclonus-ataxia syndrome associated with neuroblastoma. No radiolabeled antibody or radiopharmaceutical is involved. The immune globulin is therapeutic but not radiolabeled. This is a conventional chemotherapy/immunotherapy trial, not RIT.;llm_extracted;;PHASE3;Children's Oncology Group;NETWORK;COMPLETED;2004-03-15;2003-01-27;53.0;Australia, Canada, United States;Localized Resectable Neuroblastoma, Localized Unresectable Neuroblastoma, Regional Neuroblastoma, Stage 4 Neuroblastoma, Stage 4S Neuroblastoma;;;REGISTRY:NCI-2009-00399 | UNKNOWN:COG-ANBL00P3 | UNKNOWN:CDR0000069271 | OTHER:ANBL00P3 | OTHER:ANBL00P3 | NIH:U10CA013539 | NIH:U10CA180886 | NIH:U10CA098543;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00033293;;;;;;;;Phase 3;Network;2004.0;;;;
NCT05966064;;;;;;;;;;No;;;;;;;;;;False positive: Denosumab is a RANKL-inhibitor monoclonal antibody but is NOT radiolabeled. This is a conventional therapeutic antibody (unconjugated) for treating Fibrous Dysplasia/McCune-Albright Syndrome. No radioisotope component present. This does not qualify as radioimmunotherapy (RIT).;llm_extracted;;PHASE4;Natasha Appelman-Dijkstra;OTHER;RECRUITING;2023-06-13;2023-07-28;82.0;Netherlands;Fibrous Dysplasia, McCune Albright Syndrome;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT05966064;;;;;;;;Phase 4;Academic/Hospital;2023.0;;;;
NCT06925958;68Ga-NOTA-SCH001;Unknown;SCH001;CD38;Ga-68;NOTA;Direct conjugation;Diagnostic;The First Affiliated Hospital of Soochow University;Diagnostic;HIGH;LOW;MEDIUM;HIGH;HIGH;HIGH;LOW;HIGH;MEDIUM;This is a PET imaging probe targeting CD38 for diagnostic purposes in multiple myeloma. The nomenclature '68Ga-NOTA-SCH001' suggests SCH001 is the antibody or antibody-like targeting component conjugated to Ga-68 via NOTA chelator. The trial aims to evaluate safety, biodistribution, and imaging characteristics. SCH001 format is unclear - could be full-length antibody, antibody fragment, or other protein scaffold. No therapeutic component mentioned - purely diagnostic/imaging application. The asset appears to be developed by the academic sponsor. This is immunoPET, not therapeutic RIT. | WEB ENRICHMENT: No relevant information found in provided abstracts. Articles discuss stress-related imaging in colorectal cancer (PMID:41710405), Alzheimer's disease (PMID:41709913), tumor hypoxia imaging with 18F-tracers (PMID:41705783), tumor mutational burden testing (PMID:41704094), and 111In-panitumumab for HNSCC imaging (PMID:41695489). None mention CD38-targeted agents, SCH001 antibody, or Ga-68-NOTA constructs. The search results appear to be irrelevant to this specific diagnostic radiopharmaceutical trial. | WEB SEARCH ENRICHMENT: Web search confirmed the asset 68Ga-NOTA-SCH001 is being developed by The First Affiliated Hospital of Soochow University for CD38-targeted PET imaging in multiple myeloma. However, no web sources specify the antibody format of SCH001 (whether it is a nanobody, full-length IgG, scFv, or other format). The designation 'SCH001' appears to be proprietary to Soochow University and technical details about the antibody structure are not publicly disclosed in accessible web sources. Cannot reliably determine Antibody_Format without direct source confirmation.;llm_extracted;https://synapse.patsnap.com/organization/3eba591ce225f3a77d08c74dce995227;;The First Affiliated Hospital of Soochow University;OTHER;NOT_YET_RECRUITING;2025-05-01;2025-04-13;15.0;;Multiple Myeloma (MM);;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06925958;CD38;SCH001;Ga-68;NOTA;;The First Affiliated Hospital of Soochow University;Direct conjugation;;Academic/Hospital;2025.0;Hematologic lineage marker;;PET;Macrocyclic chelator
NCT06453044;;;;;;;;;;No;;;;;;;;;;This trial involves combination therapy with mosunetuzumab (a bispecific T-cell engager antibody) and polatuzumab vedotin (an antibody-drug conjugate). Neither agent is a radiopharmaceutical. Mosunetuzumab is an unconjugated bispecific antibody that redirects T-cells to CD20+ tumor cells. Polatuzumab vedotin is conjugated to a cytotoxic agent (vedotin/MMAE), not a radioisotope. PET/CT mentioned in interventions is for imaging/response assessment only, not RIT. This is a false positive match - likely picked up due to monoclonal antibody terminology in lymphoma context.;llm_extracted;;PHASE2;City of Hope Medical Center;OTHER;RECRUITING;2024-09-09;2024-06-11;41.0;United States;Recurrent Grade 1 Follicular Lymphoma, Recurrent Grade 2 Follicular Lymphoma, Recurrent Grade 3a Follicular Lymphoma, Refractory Grade 1 Follicular Lymphoma, Refractory Grade 2 Follicular Lymphoma, Refractory Grade 3a Follicular Lymphoma;;;REGISTRY:NCI-2024-04429 | OTHER:23003 | NIH:P30CA033572;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06453044;;;;;;;;Phase 2;Academic/Hospital;2024.0;;;;
NCT00832598;;;;;;;;;;No;;;;;;;;;;False positive - not RIT. This is a PET imaging study using small-molecule radiotracers ([18F]FACBC and [18F]FLT) to evaluate gliomas. These are F-18 labeled amino acid and nucleoside analogs, not radiolabeled antibodies. The trial mentions bevacizumab (an antibody) as a potential treatment being evaluated, but bevacizumab is not radiolabeled - it is used as an unconjugated therapeutic antibody. The PET tracers are simply being used to monitor treatment response, not as therapeutic radiopharmaceuticals.;llm_extracted;;;Memorial Sloan Kettering Cancer Center;OTHER;COMPLETED;2009-01;2009-01-30;13.0;United States;Brain Cancer, Gliomas;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT00832598;;;;;;;;;Academic/Hospital;2009.0;;;;
NCT03691077;;;;;;;;;;No;;;;;;;;;;This is NOT an RIT trial. This is a Phase III study testing ocrelizumab (unconjugated anti-CD20 monoclonal antibody) for multiple sclerosis treatment. The 18F-DPA714 mentioned is a PET tracer used for imaging microglial activation (TSPO ligand), not a therapeutic radiopharmaceutical. The antibody (ocrelizumab) and radiotracer (18F-DPA714) are separate entities - ocrelizumab is the therapeutic intervention, while 18F-DPA714 is used only for diagnostic imaging to assess brain inflammation. This is a classic false positive pattern: antibody therapy combined with diagnostic imaging using an unrelated radiotracer. The trial is evaluating whether ocrelizumab treatment affects microglial activation as measured by 18F-DPA714 PET imaging.;llm_extracted;;PHASE3;Assistance Publique - Hôpitaux de Paris;OTHER;UNKNOWN;2018-11-11;2018-10-01;51.0;France;Multiple Sclerosis, Relapse, Primary Progressive Multiple Sclerosis;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT03691077;;;;;;;;Phase 3;Academic/Hospital;2018.0;;;;
NCT01128387;;;;;;;;;;No;;;;;;;;;;False positive: This trial uses panitumumab (unconjugated anti-EGFR monoclonal antibody) combined with external beam radiation therapy, cisplatin, and fluorouracil. The antibody is NOT radiolabeled - it is used as a radiosensitizer alongside standard chemoradiation. The FDG-PET mentioned is for diagnostic imaging to assess response, not part of a radiopharmaceutical intervention. This matches the false positive pattern of 'External beam radiation + antibody combination' where the antibody and radiation are separate treatments, not a conjugate.;llm_extracted;;PHASE1, PHASE2;University of Wisconsin, Madison;OTHER;TERMINATED;2010-05;2010-05-21;11.0;United States;Cancer;;;OTHER:RO09211 | REGISTRY:NCI-2011-00735 | OTHER:A533300 | OTHER:SMPH\HUMAN ONCOLOGY\HUMAN ONCO;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01128387;;;;;;;;Phase 1/2;Academic/Hospital;2010.0;;;;
NCT06439836;;;;;;;;;;No;;;;;;;;;;This trial is NOT a radioimmunotherapy study. It combines pembrolizumab (an unconjugated anti-PD-1 monoclonal antibody) with CA-4948/emavusertib (a small molecule kinase inhibitor given orally). While imaging modalities like PET and CT are used for monitoring, there is no radiolabeled antibody therapeutic agent. This represents a combination of immunotherapy with a small molecule inhibitor, not RIT. The pembrolizumab is not radiolabeled and functions through immune checkpoint blockade, not targeted radiation delivery.;llm_extracted;;PHASE1;National Cancer Institute (NCI);NIH;RECRUITING;2025-05-05;2024-06-03;27.0;United States;Metastatic Urothelial Carcinoma, Unresectable Urothelial Carcinoma;;;REGISTRY:NCI-2024-04436 | OTHER:10636 | OTHER:10636;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06439836;;;;;;;;Phase 1;NIH;2025.0;;;;
NCT06868433;;;;;;;;;;No;;;;;;;;;;False positive - not an antibody-based radiopharmaceutical. This trial involves a tumor membrane vesicle (TMV) vaccine derived from patient tumor cells (autologous cancer vaccine) combined with pembrolizumab (anti-PD-1 antibody). The pembrolizumab is an unconjugated checkpoint inhibitor, not radiolabeled. Imaging procedures (PET, CT, MRI) mentioned are for disease assessment, not radiopharmaceutical delivery. This is an immunotherapy/cancer vaccine trial, not RIT.;llm_extracted;;PHASE1;Emory University;OTHER;RECRUITING;2025-05-08;2025-03-11;12.0;United States;Clinical Stage IV HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8, Metastatic Head and Neck Squamous Cell Carcinoma, Metastatic Hypopharyngeal Squamous Cell Carcinoma, Metastatic Laryngeal Squamous Cell Carcinoma, Metastatic Nasopharyngeal Squamous Cell Carcinoma, Metastatic Oral Cavity Squamous Cell Carcinoma, Metastatic Oropharyngeal Squamous Cell Carcinoma, Metastatic Sinonasal Squamous Cell Carcinoma, Recurrent Head and Neck Squamous Cell Carcinoma, Recurrent Hypopharyngeal Squamous Cell Carcinoma, Recurrent Laryngeal Squamous Cell Carcinoma, Recurrent Nasopharyngeal Squamous Cell Carcinoma, Recurrent Oral Cavity Squamous Cell Carcinoma, Recurrent Oropharyngeal Squamous Cell Carcinoma, Recurrent Sinonasal Squamous Cell Carcinoma, Squamous Cell Carcinoma of Unknown Primary, Stage IV Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8, Stage IV Hypopharyngeal Carcinoma AJCC v8, Stage IV Laryngeal Cancer AJCC v8, Stage IV Lip and Oral Cavity Cancer AJCC v8, Stage IV Nasopharyngeal Carcinoma AJCC v8, Stage IV Oropharyngeal (p16-Negative) Carcinoma AJCC v8, Stage IV Sinonasal Cancer AJCC v8;;;REGISTRY:NCI-2024-08422 | OTHER:STUDY00006705 | OTHER:Winship6045-23 | NIH:P30CA138292 | NIH:1R01CA262123-01A1;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT06868433;;;;;;;;Phase 1;Academic/Hospital;2025.0;;;;
NCT01305772;;;;;;;;;;No;;;;;;;;;;This is NOT a radioimmunotherapy trial. Panitumumab is an unconjugated (non-radiolabeled) monoclonal antibody targeting EGFR. While PET scans are used for response assessment in this trial, the antibody itself is not radiolabeled. This is a standard oncology trial using an unlabeled therapeutic antibody combined with conventional radiation therapy and/or surgery. The radiation therapy mentioned is external beam radiation, not delivered via the antibody. This represents a false positive match - likely identified due to keywords like 'radiation therapy' and 'monoclonal antibody' appearing together, but they are separate treatment modalities, not a conjugated radiopharmaceutical.;llm_extracted;;PHASE2;Neal Ready;OTHER;TERMINATED;2011-01;2011-03-01;6.0;United States;Squamous Cell Carcinoma of the Head and Neck;;;OTHER:20080645;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01305772;;;;;;;;Phase 2;Academic/Hospital;2011.0;;;;
NCT01226472;KW-0761;Full-length IgG;mogamulizumab;CCR4;;;;;Kyowa Kirin Co., Ltd.;No;HIGH;HIGH;HIGH;HIGH;;;;;HIGH;FALSE POSITIVE: This is an unconjugated monoclonal antibody (mogamulizumab/KW-0761) targeting CCR4. It is administered as a biological therapy without any radioactive component. The title explicitly states 'Anti-CCR4 Monoclonal Antibody' and the intervention describes standard intravenous antibody administration. This is not a radioimmunotherapy product but rather a naked/unconjugated therapeutic antibody for T-cell lymphomas. Mogamulizumab is marketed as Poteligeo and works through antibody-dependent cellular cytotoxicity (ADCC), not radiation.;llm_extracted;;PHASE2;Kyowa Kirin Co., Ltd.;INDUSTRY;COMPLETED;2010-08;2010-10-22;1.0;United States;Peripheral T-cell Lymphoma, Cutaneous T-cell Lymphoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01226472;CCR4;mogamulizumab;;;Full-length IgG;Kyowa Kirin Co., Ltd.;;Phase 2;Industry;2010.0;;Full-length IgG;;
NCT01894451;89Zr-bevacizumab;Full-length IgG;bevacizumab;VEGF;Zr-89;DFO;Direct conjugation;Diagnostic;Dana-Farber Cancer Institute;Diagnostic;HIGH;HIGH;HIGH;HIGH;HIGH;MEDIUM;MEDIUM;HIGH;MEDIUM;"This is a diagnostic/imaging study using Zr-89 labeled bevacizumab for PET/CT imaging to measure angiogenesis in inflammatory breast cancer patients receiving chemotherapy. Bevacizumab is a well-characterized humanized IgG1 monoclonal antibody targeting VEGF-A. Zr-89 is a diagnostic PET isotope with 78-hour half-life, commonly chelated via DFO (desferrioxamine). The study aims to assess tumor response to chemotherapy by imaging VEGF expression. This is imaging-only (not therapeutic RIT). Academic-sponsored pilot study; bevacizumab is marketed by Genentech/Roche but being used here as an imaging tracer.";llm_extracted;;EARLY_PHASE1;Dana-Farber Cancer Institute;OTHER;COMPLETED;2015-06;2013-07-10;2.0;United States;Inflammatory Breast Carcinoma;;;;ClinicalTrials.gov;https://clinicaltrials.gov/study/NCT01894451;VEGF-A;bevacizumab;Zr-89;DFO;Full-length IgG;Dana-Farber Cancer Institute;Direct conjugation;Early Phase 1;Academic/Hospital;2015.0;Vascular / angiogenesis;Full-length IgG;PET;Siderophore chelator
